,다듬을 말,원어,다듬은 말,제출 점수,의미/용례,sorted11 인덱스,원어_검색량,다듬은말_검색량,검색량_가산점
72,밀 프렙,meal prep,소분식,2.0,"일정 기간의 식사를 한 번에 미리 준비해 놓는 일. 또는 그런 식사. <관련 예문>‘밀 프렙(Meal prep←소분식)’이 치솟는 외식 물가의 대안으로 떠올랐다. 밀 프렙(←소분식)은 영어 단어인 ‘식사(Meal)’와 ‘준비(Preparation)’의 합성어다.  《아시아경제, 2024년 9월》",76,32.62068965517241,0.0,-2
73,탬퍼링,tampering,사전 접촉 금지 위반,5.0,"소속 팀이나 기획사와의 계약이 아직 끝나지 않은 프로 선수·연예인에게 의도적으로 접근해 계약 파기를 유도하는 행위.<관련 예문>한국매니지먼트연합(이하 한매연)은 25일 성명문을 내고 ""저희 연합은 최근 보도자료를 통해 말씀드린 것처럼 지난해 회원사 ○○○가 피해를 입었던 탬퍼링(←사전 접촉 금지 위반) 사건에 대해 심각성을 인지하고 이에 대한 우려를 표명한다""라고 밝혔다. 《한국일보, 2024년 10월》",77,16.310344827586206,0.0,-2
74,뱅크 런,bank run,인출 폭주,3.0,거래 은행에서 사람들이 한꺼번에 예금을 인출하는 현상.,78,7.517241379310345,0.0,-2
75,그린 오션,green ocean,친환경 시장,3.0,친환경이 가진 가치를 경쟁 요소로 내세워 새로운 시장과 부가 가치를 창출하는 산업.,79,4.103448275862069,21.03448275862069,4
76,"로크인 효과, 록인 효과*",lock in effect,자물쇠 효과,5.0,특정 제품이나 서비스에 소비자를 묶어두는 효과.,80,0.0,3.4482758620689653,4
77,칠링 이펙트,chilling effect,위축 효과,1.0,과도한 규제나 압력으로 말과 행동이 위축되는 현상.,81,0.0,0.0,0
78,머니 무브,money move,자금 이동,2.0,"낮은 금리 등의 이유로 자산이 손실 위험이 없는 안전 자산에서 투자를 목적으로 하는 주식, 채권 등으로 이동하는 현상.",82,0.0,0.0,0
79,캔슬 컬처,cancel culture,등돌림 문화,3.0,유명인이나 공적 지위에 있는 인사가 논쟁이 될 만한 행동이나 발언을 했을 때 사회 관계망 서비스(SNS) 등에서 해당 인물에 대한 지지(follow)를 취소하고 거부하는 현상.,83,0.0,0.0,0
80,본드 런,bond run,채권 매도 사태,3.0,투자자들이 앞다퉈 채권을 파는 현상.,84,0.0,0.0,0
81,콜키지 프리,corkage free,주류 반입 무료,3.0,호텔이나 음식점에서 별도의 수수료 없이 개인이 가지고 온 주류를 개봉할 수 있도록 허락하고 잔 따위를 제공하는 서비스를 이르는 말.,85,28.137931034482758,0.0,-2
82,욜드,YOLD ←young old,청노년,5.0,주로 노령기에 접어든 베이비 붐 세대로 이루어진  65세부터 75세 사이의 노인층을 이르는 말.,86,0.0,0.0,0
83,멀웨어,malware,악성 프로그램,5.0,소유자의 승낙 없이 컴퓨터 시스템에 침입하거나 시스템을 손상하기 위해 설계된 소프트웨어.,87,30.517241379310345,1.793103448275862,-2
84,뱅크데믹,bankdemic ←bank pandemic,은행 불신 확산,4.0,은행에 대한 공포가 감염병처럼 급속하게 번진다는 뜻.,88,0.0,0.0,0
85,웰다잉,well-dying,품위사,5.0,품위 있고 존엄하게 생을 마감하는 일.,89,28.96551724137931,0.0,-2
86,어닝 쇼크,earning shock,실적 충격,5.0,기업의 실적이 예상했던 것보다 저조한 경우 시장에서 받게 되는 충격. 또는 이로 말미암아 주가가 하락하는 경우.,90,6.758620689655173,1.9655172413793103,-2
87,페어링,pairing,맛조합,1.0,"음식과 술, 커피 등 어울리는 짝을 맞추는 것.",91,32.96551724137931,0.27586206896551724,-2
88,페이 커트,paycut,감액 계약,5.0,선수가 스스로 자신의 시장 가치보다 낮은 금액으로 계약을 맺는 것.,92,0.0,0.0,0
89,콜 포비아,call phobia,통화 기피증,3.0,전화로 음성 통화를 하는 것에 두려움을 느끼는 증세.,93,0.0,0.0,0
90,메타팜,metafarm← metaverse+smartfarm,가상 농장,5.0,확장 가상 세계(메타버스)에서 작황을 예측하는 등 다양한 농업 방식을 모의 실험하여 농사에 적용하는 것.,94,0.0,0.0,0
91,마이크로 러닝 1,micro learning,짤막 학습,2.0,"짧은 콘텐츠를 활용하여 언제, 어디서나 빈번하게 접속하여 학습하는 형태.",95,0.0,0.0,0
92,스몰 럭셔리,small luxury,소소한 사치,5.0,"식료품, 화장품, 생활용품과 같이 비교적 작고 소소한 제품을 고급스럽고 호화로운 것으로 구매함.",96,0.0,0.0,0
93,솔로 이코노미,solo economy,1인 가구 경제,5.0,일인 가구를 대상으로 이루어지는 여러 가지 경제 활동.,97,0.0,0.0,0
94,마이크로 러닝 2,micro learning,단기 학습,4.0,적은 단위로 응축된 교육 과정.,98,0.0,3.4482758620689653,4
95,이지 머니,easy money,저리 자금,1.0,자금의 공급이 수요에 비하여 원활하여 자금 조달이 쉬운 상태를 이르는 말.,99,5.896551724137931,0.0,-2
96,메가 딜,mega deal,초대형 거래,4.0,"주로 기업 간에 이루어지는, 규모가 매우 큰 거래.",100,3.4482758620689653,0.0,-2
97,세이브케이션,savecation,알뜰 휴가,1.0,비교적 저렴한 가격으로 여행을 즐기려는 경향.,101,0.0,0.0,0
98,버티포트,vertiport←vertical flight+port,수직 이착륙장,4.0,기체가 수직으로 이착륙할 수 있는 정거장 또는 터미널.,102,6.241379310344827,0.0,-2
99,슬로 패션,slow fashion,친환경 패션,4.0,"유행을 따르지 않고, 친환경적으로 옷의 생산 및 소비 속도를 늦추는 패션 경향.",103,0.0,3.4482758620689653,4
100,블루 푸드,blue food,수산 식품,4.0,"생선, 조개류, 해조류와 같은 수산 식품을 일컫는 말.",104,0.4827586206896552,9.758620689655173,4
101,비거노믹스,vegan economics,채식 산업,3.0,점차 커지고 있는 채식 시장과 관련된 경제 현상을 이르는 말.,105,3.4482758620689653,0.0,-2
102,할루시네이션,hallucination,허위 생성,4.0,인공 지능이 거짓이거나 맥락과 관련없는 내용을 생성하는 것.,106,37.44827586206897,0.0,-2
103,아트 테크,art tech,예술품 투자,3.0,예술 작품을 재테크의 수단으로 활용하는 일. 주로 작품을 구입한 후 되팔아 이익을 남기거나 저작권으로 수익을 올린다.,107,22.586206896551722,0.0,-2
104,메타노믹스,metanomics←metaverse+economics,가상 세계 경제,4.0,확장 가상 세계(메타버스) 내에서 이뤄지는 경제 현상.,108,0.0,0.0,0
105,에듀 푸어,education poor,교육 과소비층,4.0,과다한 교육비 지출로 가난해져 살기가 어려운 계층.,109,0.0,0.0,0
106,실버 푸어,silver poor,"노년 빈곤층, 노후 빈곤층",5.0,"노후 준비를 제대로 못 해, 퇴직 후 바로 빈곤층에 진입하는 사람. 또는 그런 세대.",110,0.0,0.0,0
107,베타 테스트,beta test,출시 전 시험,2.0,제품을 상용화하기 전에 실시하는 실험.,111,32.6551724137931,0.0,-2
108,필드 테스트,field test,실사용 평가,3.0,실용화된 간단한 집단 실시용 실험.,112,14.758620689655173,0.0,-2
109,소셜 본드,social bond,사회 가치 채권,5.0,자금 조달의 목적이 사회 문제 해결이나 사회 가치 창출 사업을 위한 채권.,113,0.0,0.0,0
110,프리패브,prefab,"사전 제작, 선제작 공법",5.0,공장에서 부품의 가공과 조립을 하여 놓고 현장에서 설치만 하는 건축 공법.,114,0.0,0.0,0
111,메가 오퍼,mega offer,초고액 제안,5.0,막대한 자본력을 앞세워 인기 선수를 영입하는 방식.,115,0.0,0.0,0
112,퍼스널 컬러,personal color,맞춤 색상,1.0,개인이 가진 신체의 색과 어울리는 색. 사용자에게 생기가 돌고 활기차 보이도록 연출하는 이미지 관리 따위에 효과적이다.,116,64.3103448275862,0.0,-2
113,클린 하우스,clean house,쓰레기 수거장,5.0,"생활 쓰레기를 효율적으로 수거하기 위하여, 일정한 장소에 쓰레기를 내놓도록 만든 시설.",117,3.4482758620689653,0.0,-2
114,리커머스,recommerce,재거래,4.0,기존에 사용하던 제품을 재거래하는 제품 판매 전략. 새로운 상품을 살 때 기존에 사용하던 제품을 반납하면 할인 혜택을 제공하는 보상 판매와 일정 기간 후 새로운 상품으로 바꿔 주는 교환 판매를 통틀어 이르는 말이다.,118,0.0,9.758620689655173,4
115,메디 푸드,medi food,의료식,4.0,건강상의 이유로 식단 개선과 조절이 필요한 사람들이 먹는 식품.,119,12.0,0.0,-2
116,제론테크놀로지,gerontechnology,고령 친화 기술,1.0,고령자를 위한 첨단 과학 기술. 고령자들이 건강하고 안전하고 독립적인 삶을 영위하며 사회 참여가 가능하도록 하는 기술을 이른다.,120,0.0,0.0,0
117,긱 이코노미,gig economy,일시 고용 경제,5.0,"산업 현장에서 정규직이 아닌, 계약직ㆍ임시직ㆍ일용직 따위를 필요에 따라 고용하는 경제 형태. 1920년대 미국 재즈 공연장 주변에서 단시간에 연주자를 구해 공연한 데서 비롯된 말이다.",121,0.0,0.0,0
118,제로 트러스트,zero trust,철통 인증,5.0,"사용자ㆍ네트워크ㆍ기기 따위의 모든 인터넷 환경이 잠재적으로 바이러스나 패킹 따위의 외부 침입이나 공격을 당할 수 있다고 가정하여, 보다 광범위하고 엄격하게 관리하는 네트워크 보안 모델. 모든 데이터, 통신, 접근 사용자 따위를 감시하고 적절한 인증 절차 없이는 접근을 통제한다.",122,24.482758620689655,0.0,-2
119,프리 플로팅,free floating,자유 주차 방식,3.5,탈 것을 전용 주차 구역이 아닌 불특정한 장소에서 빌리고 반납하는 방식.,123,0.0,0.0,0
120,트래블 테크,travel tech,여행 정보 기술,3.5,"디지털 기술을 이용해 숙박, 레저, 교통, 식음료, 언어 등 여행 관련 통합 서비스를 제공하는 것.",124,0.0,0.0,0
121,패시브 인컴,passive income,노동 외 소득,2.5,"돈을 벌기 위하여 노동이나 사업 같은 적극적인 노력과 시간을 들이지 않는 상태에서 발생하는 소득. 일단 수익 구조를 만든 다음에는 이를 유지하기 위하여 일상적으로 노력하지 않아도 계속해서 수익이 나오는 것으로, 부동산 임대 소득이나 기업 배당금 따위가 있다.",125,0.0,0.0,0
122,메가스테이션,megastation,복합 충전 시설,5.0,전기·수소 충전소와 대형 쇼핑몰 등이 입점된 복합 시설.,126,0.0,0.0,0
123,리드 타임,lead time,납품 소요 시간,4.5,물품의 발주로부터 그 물품이 납입되어 사용할 수 있을 때까지의 기간.,127,29.482758620689655,0.0,-2
124,생크추어리,sanctuary,동물 보호 구역,4.0,생존을 위협받거나 야생으로 돌아갈 수 없는 동물들을 보호하는 구역.,128,3.4482758620689653,0.0,-2
125,뷰잉 파티,viewing party,단체 시청 행사,2.0,한 공간에 여러 사람들이 모여 경기 중계방송을 시청하고 응원하는 행사.,129,15.793103448275861,0.0,-2
126,테크니컬 투어,technical tour,산업 현장 탐방,2.5,특정 주제와 관련된 현장을 직접 살펴보는 것.,130,0.0,0.0,0
127,킬러 아이템,killer item,핵심 상품,5.0,우선순위가 높고 핵심적인 상품.,131,0.0,0.0,0
128,큐싱,Qshing ←QR code phishing,큐알 사기,5.0,"금융 사기 수법의 하나. 큐알 코드를 통해 악성 앱을 내려받도록 유도하거나 악성 코드를 심어 개인의 정보를 탈취한 후, 이를 이용하여 소액 결제나 자금 이체 등으로 돈을 빼 간다.",132,0.0,0.0,0
129,제너럴리스트,generalist,다방면 인재,3.0,모든 분야에 대하여 상당한 지식과 경험을 가진 사람.,133,10.793103448275861,0.0,-2
130,애그테크,agtech←agriculture+technology,첨단 농업 기술,2.0,농업 기술에 애플리케이션이나 드론 등의 아이티 기술을 접목한 기술.,134,0.0,3.4482758620689653,4
131,매치 메이킹,match making,상대 결정,2.0,대회나 사업 등에서 상대방을 정하는 일.,135,9.241379310344827,0.0,-2
132,니어쇼어링,nearshoring,인접국 이전,1.0,기업의 서비스 기능을 본국과 지리적으로 인접한 국가에 아웃소싱하는 일.,136,0.0,3.4482758620689653,4
133,프렌드쇼어링,friendshoring,우호국 이전,4.0,기업의 서비스 기능을 본국과 협력 관계에 있는 동맹국에 아웃소싱하는 일.,137,3.4482758620689653,0.0,-2
134,테이블 오더,table order,좌석 주문,4.0,식당에서 자리에 설치된 태블릿 단말기를 가지고 손님이 직접 주문이나 결제를 하는 방식.,138,8.10344827586207,0.20689655172413793,-2
135,애니멀 테라피,animal therapy,동물 도움 치료,3.0,동물을 이용한 치료 방법.,139,0.0,0.0,0
136,호스피탈리티,hospitality,손님맞이,5.0,고객의 욕구와 기대를 충족시키기 위하여 다양한 서비스를 제공하는 일.,140,22.103448275862068,0.0,-2
137,셸터,shelter,"피신처, 대피소, 쉼터",5.0,"피신처, 대피소",141,0.0,0.0,0
138,파이어족,"FIRE族, FIRE: Financial Independence, Retire Early",조기 자립 은퇴족,1.0,근검절약하여 짧은 시간 동안 은퇴 이후에 필요한 자금을 모두 마련한 후 30대 후반에서 40대 초반 정도의 이른 나이에 은퇴하는 것을 목표로 하는 사람. 또는 그런 무리.,142,35.37931034482759,0.0,-2
139,욜로족,"YOLO族, YOLO: You Only Live Once",오늘 살이족,2.0,"현재의 행복을 중요하게 여기며 생활하는 사람. 또는 그런 무리.<관련 예문>‘욜로족(←오늘 살이족)’은 ‘You Only Live Once(인생은 한 번뿐)’의 줄임말로, 현재의 행복을 중요하게 생각하는 사람을 의미한다. 하지만 잘못 받아들이면 ‘대충 벌어, 하고 싶은 것만 하면서 벌어들이고 ‘족족’ 쓰며 즐기자’가 된다. 《스포츠서울, 2024년 3월》",143,0.0,3.4482758620689653,4
140,요노족,YONO族←YONO: You Only Need One,알뜰족,3.0,"불필요한 물건 구매는 최대한 자제하고 꼭 필요한 것만 사는 소비자.<관련 예문>편의점 업계가 ‘1,000원대’ 초저가 가성비 상품을 잇달아 내놓고 있다. 고물가에 구매력이 떨어지면서 씀씀이를 줄이는 이른바 ‘알뜰족(←요노족)’이 청년층 사이에서 늘면서 ‘박리다매’ 경쟁에도 불이 붙은 것이다. 《한겨레, 2024년 9월》",144,3.4482758620689653,0.0,-2
141,디지털 네이티브,digital native,디지털 태생,5.0,디지털 환경에서 태어나 성장하여 디지털 기기를 자유자재로 활용하는 세대.,145,3.4482758620689653,0.0,-2
142,임팩트 비즈니스,impact business,사회 가치 병행 사업,2.0,사회적 영향력을 만들어내는 동시에 경제적 부가 가치를 창출하는 사업.,146,0.0,0.0,0
143,제로 코로나,zero corona,고강도 방역,3.0,"코로나19 확진자 발생 시 봉쇄 조치를 진행하는 등 강도 높은 규제로 바이러스의 전파를 막는 정책. 주로 호주나 뉴질랜드, 중국 등에서 시행하고 있다.",147,0.0,0.0,0
